OrganizationIdentifier,OrganizationFormalName,MonitoringLocationIdentifier,MonitoringLocationName,MonitoringLocationTypeName,MonitoringLocationDescriptionText,HUCEightDigitCode,DrainageAreaMeasure/MeasureValue,DrainageAreaMeasure/MeasureUnitCode,ContributingDrainageAreaMeasure/MeasureValue,ContributingDrainageAreaMeasure/MeasureUnitCode,LatitudeMeasure,LongitudeMeasure,SourceMapScaleNumeric,HorizontalAccuracyMeasure/MeasureValue,HorizontalAccuracyMeasure/MeasureUnitCode,HorizontalCollectionMethodName,HorizontalCoordinateReferenceSystemDatumName,VerticalMeasure/MeasureValue,VerticalMeasure/MeasureUnitCode,VerticalAccuracyMeasure/MeasureValue,VerticalAccuracyMeasure/MeasureUnitCode,VerticalCollectionMethodName,VerticalCoordinateReferenceSystemDatumName,CountryCode,StateCode,CountyCode,AquiferName,FormationTypeText,AquiferTypeName,ConstructionDateText,WellDepthMeasure/MeasureValue,WellDepthMeasure/MeasureUnitCode,WellHoleDepthMeasure/MeasureValue,WellHoleDepthMeasure/MeasureUnitCode,ProviderName
COEOMAHA_WQX,US Army Corps of Engineers Omaha District,COEOMAHA_WQX-MORRR0563B,MORRR0563B,River/Stream,Approximately 1 mile upstream of the Highway 2 bridge at Riverview Park.  Near USGS gaging site 06807000 at Missouri River Mile 563.  Taken from Boat ramp when river access is not available.,10240001,,,,,40.6912,-95.848,,,,GPS-Unspecified,NAD83,,,,,,,US,31,131,,,,,,,,,STORET
COEOMAHA_WQX,US Army Corps of Engineers Omaha District,COEOMAHA_WQX-MORRR0619B,MORRR0619B,River/Stream,Approximately 1/4 mile upstream of the I-680 bridge.  Taken from boat ramp at N. P. Dodge Park when river access is unavailable.,10230006,,,,,41.3574,-95.9494,,,,GPS-Unspecified,NAD83,,,,,,,US,31,055,,,,,,,,,STORET
COEOMAHA_WQX,US Army Corps of Engineers Omaha District,COEOMAHA_WQX-MORRR0753B,MORRR0753B,River/Stream,"At Ponca State Park, NE at Missouri River Mile 753.  Taken from boat ramp when river access is unavailable.",10170101,,,,,42.6025,-96.7116,,,,GPS-Unspecified,NAD83,,,,,,,US,31,051,,,,,,,,,STORET
COEOMAHA_WQX,US Army Corps of Engineers Omaha District,COEOMAHA_WQX-MORRR0774B,MORRR0774B,River/Stream,Just downstream of Highway 19 bridge at Mulberry Bend Wildlife Management Area.  Near USGS gaging site 06478526 at Missouri River Mile 774.  Taken from boat ramp when river access is unavailable.,10170101,,,,,42.7146,-96.9431,,,,GPS-Unspecified,NAD83,,,,,,,US,31,051,,,,,,,,,STORET
COEOMAHA_WQX,US Army Corps of Engineers Omaha District,COEOMAHA_WQX-MORRR0851B,MORRR0851B,River/Stream,Approximatley 2 miles upstream of the confluence of the Niobrara River.  Near USGS gaging site 06453620 at Missouri River Mile 851.  Taken from boat ramp when river access is unavailable.,10170101,,,,,42.8311,-98.1518,,,,GPS-Unspecified,NAD83,,,,,,,US,31,107,,,,,,,,,STORET
COEOMAHA_WQX,US Army Corps of Engineers Omaha District,COEOMAHA_WQX-OCRLKML1,OCRLKML1,Reservoir,NEEDS SITE DESCRIPTION,10200203,,,,,40.581,-96.8447,,,,GPS-Unspecified,NAD83,,,,,,,US,31,109,,,,,,,,,STORET
COEOMAHA_WQX,US Army Corps of Engineers Omaha District,COEOMAHA_WQX-OCRLKND1,OCRLKND1,Reservoir,UPDATE STREAM NAME AND SITE DESCRIPTION,10200203,,,,,40.5847,-96.8466,,,,GPS-Unspecified,NAD83,,,,,,,US,31,109,,,,,,,,,STORET
COEOMAHA_WQX,US Army Corps of Engineers Omaha District,COEOMAHA_WQX-PAWLKML1,PAWLKML1,Reservoir,Mid-Lake - Between the two swim beaches,10200203,,,,,40.8482,-96.8745,,,,GPS-Unspecified,NAD27,,,,,,,US,31,109,,,,,,,,,STORET
COEOMAHA_WQX,US Army Corps of Engineers Omaha District,COEOMAHA_WQX-PAWLKND1,PAWLKND1,Reservoir,Deepwater - near outlet structure,10200203,,,,,40.8393,-96.8687,,,,GPS-Unspecified,NAD27,,,,,,,US,31,109,,,,,,,,,STORET
COEOMAHA_WQX,US Army Corps of Engineers Omaha District,COEOMAHA_WQX-STBLKBACT,STBLKBACT,Reservoir,,10230006,,,,,41.3138,-96.1314,,,,Interpolation-Digital Map Source (Tiger),NAD27,,,,,,,US,31,055,,,,,,,,,STORET
COEOMAHA_WQX,US Army Corps of Engineers Omaha District,COEOMAHA_WQX-STBLKML1,STBLKML1,Reservoir,"Mid-lake - about 100' fromt he dock, in about 4.5 - 5 m of water, the old channel runs close to teh dock, so the site is  straight out from the dock.",10230006,,,,,41.3165,-96.1278,,,,GPS-Unspecified,NAD27,,,,,,,US,31,055,,,,,,,,,STORET
COEOMAHA_WQX,US Army Corps of Engineers Omaha District,COEOMAHA_WQX-STBLKND1,STBLKND1,Reservoir,"Deepwater - about 100' from the dam face, on the south side of the dam, about 1/2 way between the south end of the dam and the middle of the dam.  In old stream channel.",10230006,,,,,41.3148,-96.1238,,,,GPS-Unspecified,NAD27,,,,,,,US,31,055,,,,,,,,,STORET
COEOMAHA_WQX,US Army Corps of Engineers Omaha District,COEOMAHA_WQX-STBNFNRT1,STBNFNRT1,Reservoir,North Arm - Inflow - at Ida Street creek crossing,10230006,,,,,41.3214,-96.1441,,,,Interpolation-Digital Map Source (Tiger),NAD27,,,,,,,US,31,055,,,,,,,,,STORET
COEOMAHA_WQX,US Army Corps of Engineers Omaha District,COEOMAHA_WQX-STBNFSTH1,STBNFSTH1,Reservoir,South Arm - Inflow - Fort Street at creek crossing,10230006,,,,,41.3067,-96.1415,,,,Interpolation-Digital Map Source (Tiger),NAD27,,,,,,,US,31,055,,,,,,,,,STORET
COEOMAHA_WQX,US Army Corps of Engineers Omaha District,COEOMAHA_WQX-STGLKML1,STGLKML1,Reservoir,Mid-lake - half way bewtween two arms - and closer to the point than to the dam,10200203,,,,,40.6014,-96.6406,,,,GPS-Unspecified,NAD27,,,,,,,US,31,109,,,,,,,,,STORET
COEOMAHA_WQX,US Army Corps of Engineers Omaha District,COEOMAHA_WQX-STGLKND1,STGLKND1,Reservoir,Deepwater - near outlet structure,10200203,,,,,40.6044,-96.6376,,,,GPS-Unspecified,NAD27,,,,,,,US,31,109,,,,,,,,,STORET
COEOMAHA_WQX,US Army Corps of Engineers Omaha District,COEOMAHA_WQX-WAGLKML1,WAGLKML1,Reservoir,Deep water location approximately 1/2 the length of the reservoir pool area.,10200203,,,,,40.6301,-96.5847,,,,GPS-Unspecified,NAD83,,,,,,,US,31,109,,,,,,,,,STORET
COEOMAHA_WQX,US Army Corps of Engineers Omaha District,COEOMAHA_WQX-WAGLKND1,WAGLKND1,Reservoir,Deepwater area near dam.,10200203,,,,,40.6214,-96.583,,,,GPS-Unspecified,NAD83,,,,,,,US,31,109,,,,,,,,,STORET
COEOMAHA_WQX,US Army Corps of Engineers Omaha District,COEOMAHA_WQX-WCRLKBACT,WCRLKBACT,Reservoir,,10230006,,,,,41.1387,-96.0687,,,,Interpolation-Digital Map Source (Tiger),NAD27,,,,,,,US,31,153,,,,,,,,,STORET
COEOMAHA_WQX,US Army Corps of Engineers Omaha District,COEOMAHA_WQX-WCRLKML1,WCRLKML1,Reservoir,Mid-lake - over old channel - amongst trees - off of old fence row - NEEDS TO HAVE GPS COORD ENTERED,10230006,,,,,41.1399,-96.068,,,,GPS-Unspecified,NAD27,,,,,,,US,31,153,,,,,,,,,STORET
COEOMAHA_WQX,US Army Corps of Engineers Omaha District,COEOMAHA_WQX-WCRLKND1,WCRLKND1,Reservoir,"Deepwater - near center of dam, approx. 75 m from outlet structure",10230006,,,,,41.1429,-96.068,,,,Interpolation-Digital Map Source (Tiger),NAD27,,,,,,,US,31,153,,,,,,,,,STORET
COEOMAHA_WQX,US Army Corps of Engineers Omaha District,COEOMAHA_WQX-WCRNF1,WCRNF1,Reservoir,"Inflow - 1/2 mile from inlet to lake, from intersection of Shcram and Turkey roads, go south on Turkey rd. approx. 1/4 mile to gate on east side of road, walk 50 m to the east to the creek.",10230006,,,,,41.1308,-96.0743,,,,Interpolation-Digital Map Source (Tiger),NAD27,,,,,,,US,31,153,,,,,,,,,STORET
COEOMAHA_WQX,US Army Corps of Engineers Omaha District,COEOMAHA_WQX-WEHLKBACT,WEHLKBACT,Reservoir,,10230006,,,,,41.166,-96.155,,,,Interpolation-Digital Map Source (Tiger),NAD27,,,,,,,US,31,153,,,,,,,,,STORET
COEOMAHA_WQX,US Army Corps of Engineers Omaha District,COEOMAHA_WQX-WEHLKML1,WEHLKML1,Reservoir,"Mid-lake - On a line between Sapp Bros. water tower to the picnic shelter on the west shore, equidistant form each shore.",10230006,,,,,41.1643,-96.1518,,,,GPS-Unspecified,NAD27,,,,,,,US,31,153,,,,,,,,,STORET
COEOMAHA_WQX,US Army Corps of Engineers Omaha District,COEOMAHA_WQX-WEHLKND1,WEHLKND1,Reservoir,Deepwater - near center of dam,10230006,,,,,41.1715,-96.1502,,,,GPS-Unspecified,NAD27,,,,,,,US,31,153,,,,,,,,,STORET
COEOMAHA_WQX,US Army Corps of Engineers Omaha District,COEOMAHA_WQX-WEHNFDSB1,WEHNFDSB1,Reservoir,Inflow - taken from the outlet pipe located at the base of the sediment basin dam.,10230006,,,,,41.1459,-96.1678,,,,Interpolation-Digital Map Source (Tiger),NAD27,,,,,,,US,31,153,,,,,,,,,STORET
COEOMAHA_WQX,US Army Corps of Engineers Omaha District,COEOMAHA_WQX-WEHNFUSB1,WEHNFUSB1,Reservoir,"Inflow - 1 1/2 miles from inlet to sediment basin, atht he 180th street bridge crossing.  Head south on 180th from 370 about 3/4 mile, take sample from second bridge.",10230006,,,,,41.1374,-96.1793,,,,Interpolation-Digital Map Source (Tiger),NAD27,,,,,,,US,31,153,,,,,,,,,STORET
COEOMAHA_WQX,US Army Corps of Engineers Omaha District,COEOMAHA_WQX-WTNLKND1,WTNLKND1,Reservoir,Deepwater - near center of dam,10200203,,,,,40.8248,-96.957,,,,GPS-Unspecified,NAD27,,,,,,,US,31,159,,,,,,,,,STORET
COEOMAHA_WQX,US Army Corps of Engineers Omaha District,COEOMAHA_WQX-YANLKND1,YANLKND1,Lake,,10200203,,,,,40.7298,-96.7833,,,,Unknown,NAD83,,,,,,,US,31,109,,,,,,,,,STORET
EPA_R7_WQX,EPA R7,EPA_R7_WQX-BR02,Big Nemaha,River/Stream,,10240008,,,,,40.025427,-95.38249,,,,GPS-Unspecified,WGS84,,,,,,,US,31,147,,,,,,,,,STORET
EPA_R7_WQX,EPA R7,EPA_R7_WQX-BR30,Niobrara,River/Stream,,10150007,,,,,42.747601,-98.047578,,,,GPS-Unspecified,WGS84,,,,,,,US,31,107,,,,,,,,,STORET
EPA_R7_WQX,EPA R7,EPA_R7_WQX-BR35,Platte,River/Stream,,10200202,,,,,41.057752,-95.926882,,,,GPS-Unspecified,WGS84,,,,,,,US,31,025,,,,,,,,,STORET
EPA_R7_WQX,EPA R7,EPA_R7_WQX-BR46,MO River at Rulo,River/Stream,,10240005,,,,,40.0497,-95.42089,,,,GPS-Unspecified,WGS84,,,,,,,US,31,147,,,,,,,,,STORET
