OrganizationIdentifier,OrganizationFormalName,ActivityIdentifier,ActivityTypeCode,ActivityMediaName,ActivityMediaSubdivisionName,ActivityStartDate,ActivityStartTime/Time,ActivityStartTime/TimeZoneCode,ActivityEndDate,ActivityEndTime/Time,ActivityEndTime/TimeZoneCode,ActivityDepthHeightMeasure/MeasureValue,ActivityDepthHeightMeasure/MeasureUnitCode,ActivityDepthAltitudeReferencePointText,ActivityTopDepthHeightMeasure/MeasureValue,ActivityTopDepthHeightMeasure/MeasureUnitCode,ActivityBottomDepthHeightMeasure/MeasureValue,ActivityBottomDepthHeightMeasure/MeasureUnitCode,ProjectIdentifier,ActivityConductingOrganizationText,MonitoringLocationIdentifier,ActivityCommentText,SampleAquifer,HydrologicCondition,HydrologicEvent,SampleCollectionMethod/MethodIdentifier,SampleCollectionMethod/MethodIdentifierContext,SampleCollectionMethod/MethodName,SampleCollectionEquipmentName,ResultDetectionConditionText,CharacteristicName,ResultSampleFractionText,ResultMeasureValue,ResultMeasure/MeasureUnitCode,MeasureQualifierCode,ResultStatusIdentifier,StatisticalBaseCode,ResultValueTypeName,ResultWeightBasisText,ResultTimeBasisText,ResultTemperatureBasisText,ResultParticleSizeBasisText,PrecisionValue,ResultCommentText,USGSPCode,ResultDepthHeightMeasure/MeasureValue,ResultDepthHeightMeasure/MeasureUnitCode,ResultDepthAltitudeReferencePointText,SubjectTaxonomicName,SampleTissueAnatomyName,ResultAnalyticalMethod/MethodIdentifier,ResultAnalyticalMethod/MethodIdentifierContext,ResultAnalyticalMethod/MethodName,MethodDescriptionText,LaboratoryName,AnalysisStartDate,ResultLaboratoryCommentText,DetectionQuantitationLimitTypeName,DetectionQuantitationLimitMeasure/MeasureValue,DetectionQuantitationLimitMeasure/MeasureUnitCode,PreparationStartDate,ProviderName
21NEB001_WQX,Nebraska Dept. of Environmental Quality,21NEB001_WQX-LMT1CARTER06092620110912SRW,Sample-Routine,Water,,2011-09-26,09:12:00,CDT,,,,0.0,m,,,,,,PBMP,,21NEB001_WQX-LMT1CARTER06,,,,,GRAB,QAPP,Grab Sample,Water Bottle,,Microcystin,,3.75,ug/l,,Final,,Actual,,,,,,,,,,,,,ELISA,21NEB001_WQX,Abraxis enzyme-linked immuno-sorbent assay,,,,,,,,,STORET
21NEB001_WQX,Nebraska Dept. of Environmental Quality,21NEB001_WQX-LMT1CARTER06071920110940SRW,Sample-Routine,Water,,2011-07-19,09:40:00,CDT,,,,0.0,m,,,,,,PBMP,,21NEB001_WQX-LMT1CARTER06,,,,,GRAB,QAPP,Grab Sample,Water Bottle,,Microcystin,,0.22,ug/l,,Final,,Actual,,,,,,,,,,,,,ELISA,21NEB001_WQX,Abraxis enzyme-linked immuno-sorbent assay,,,,,,,,,STORET
21NEB001_WQX,Nebraska Dept. of Environmental Quality,21NEB001_WQX-LMT1CARTER06072520111015SRW,Sample-Routine,Water,,2011-07-25,10:15:00,CDT,,,,0.0,m,,,,,,PBMP,,21NEB001_WQX-LMT1CARTER06,,,,,GRAB,QAPP,Grab Sample,Water Bottle,,Microcystin,,0.91,ug/l,,Final,,Actual,,,,,,,,,,,,,ELISA,21NEB001_WQX,Abraxis enzyme-linked immuno-sorbent assay,,,,,,,,,STORET
21NEB001_WQX,Nebraska Dept. of Environmental Quality,21NEB001_WQX-LMT1CARTER06052020130810SRW,Sample-Routine,Water,,2013-05-20,08:10:00,CDT,,,,0.0,m,,,,,,PBMP,,21NEB001_WQX-LMT1CARTER06,,,,,GRAB,QAPP,Grab Sample,Water Bottle,,Microcystin,,0.80,ug/l,,Final,,Actual,,,,,,,,,,,,,ELISA,21NEB001_WQX,Abraxis enzyme-linked immuno-sorbent assay,,,,,,,,,STORET
21NEB001_WQX,Nebraska Dept. of Environmental Quality,21NEB001_WQX-LMT1CARTER06091320100820SRW,Sample-Routine,Water,,2010-09-13,08:20:00,CDT,,,,0.0,m,,,,,,PBMP,,21NEB001_WQX-LMT1CARTER06,,,,,GRAB,QAPP,Grab Sample,Water Bottle,Not Reported,Microcystin,,,,,Final,,Actual,,,,,,,,,,,,,ELISA,21NEB001_WQX,Abraxis enzyme-linked immuno-sorbent assay,,,,,,,,,STORET
21NEB001_WQX,Nebraska Dept. of Environmental Quality,21NEB001_WQX-LMT1CARTER06080920100735SRW,Sample-Routine,Water,,2010-08-09,07:35:00,CDT,,,,0.0,m,,,,,,PBMP,,21NEB001_WQX-LMT1CARTER06,,,,,GRAB,QAPP,Grab Sample,Water Bottle,,Microcystin,,0.78,ug/l,,Final,,Actual,,,,,,,,,,,,,ELISA,21NEB001_WQX,Abraxis enzyme-linked immuno-sorbent assay,,,,,,,,,STORET
21NEB001_WQX,Nebraska Dept. of Environmental Quality,21NEB001_WQX-LMT1CARTER06050220110905SRW,Sample-Routine,Water,,2011-05-02,09:05:00,CDT,,,,0.0,m,,,,,,PBMP,,21NEB001_WQX-LMT1CARTER06,,,,,GRAB,QAPP,Grab Sample,Water Bottle,Not Reported,Microcystin,,,,,Final,,Actual,,,,,,,,,,,,,ELISA,21NEB001_WQX,Abraxis enzyme-linked immuno-sorbent assay,,,,,,,,,STORET
21NEB001_WQX,Nebraska Dept. of Environmental Quality,21NEB001_WQX-LMT1CARTER06052320110905SRW,Sample-Routine,Water,,2011-05-23,09:05:00,CDT,,,,0.0,m,,,,,,PBMP,,21NEB001_WQX-LMT1CARTER06,,,,,GRAB,QAPP,Grab Sample,Water Bottle,Not Reported,Microcystin,,,,,Final,,Actual,,,,,,"Sampled for, but analysis lost or not used for not meeting QC criteria. Accompanying value is not meaningful for analysis.",,,,,,,ELISA,21NEB001_WQX,Abraxis enzyme-linked immuno-sorbent assay,,,,,,,,,STORET
21NEB001_WQX,Nebraska Dept. of Environmental Quality,21NEB001_WQX-LMT1CARTER06071120110915SRW,Sample-Routine,Water,,2011-07-11,09:15:00,CDT,,,,0.0,m,,,,,,PBMP,,21NEB001_WQX-LMT1CARTER06,,,,,GRAB,QAPP,Grab Sample,Water Bottle,Not Reported,Microcystin,,,,,Final,,Actual,,,,,,,,,,,,,ELISA,21NEB001_WQX,Abraxis enzyme-linked immuno-sorbent assay,,,,,,,,,STORET
21NEB001_WQX,Nebraska Dept. of Environmental Quality,21NEB001_WQX-LMT1CARTER06051620110830SRW,Sample-Routine,Water,,2011-05-16,08:30:00,CDT,,,,0.0,m,,,,,,PBMP,,21NEB001_WQX-LMT1CARTER06,,,,,GRAB,QAPP,Grab Sample,Water Bottle,Not Reported,Microcystin,,,,,Final,,Actual,,,,,,,,,,,,,ELISA,21NEB001_WQX,Abraxis enzyme-linked immuno-sorbent assay,,,,,,,,,STORET
21NEB001_WQX,Nebraska Dept. of Environmental Quality,21NEB001_WQX-LMT1CARTER06081520110842SRW,Sample-Routine,Water,,2011-08-15,08:42:00,CDT,,,,0.0,m,,,,,,PBMP,,21NEB001_WQX-LMT1CARTER06,,,,,GRAB,QAPP,Grab Sample,Water Bottle,,Microcystin,,4.55,ug/l,,Final,,Actual,,,,,,,,,,,,,ELISA,21NEB001_WQX,Abraxis enzyme-linked immuno-sorbent assay,,,,,,,,,STORET
21NEB001_WQX,Nebraska Dept. of Environmental Quality,21NEB001_WQX-LMT1CARTER06093020130900SRW,Sample-Routine,Water,,2013-09-30,09:00:00,CDT,,,,0.0,m,,,,,,PBMP,,21NEB001_WQX-LMT1CARTER06,,,,,GRAB,QAPP,Grab Sample,Water Bottle,Not Reported,Microcystin,,,,,Final,,Actual,,,,,,,,,,,,,ELISA,21NEB001_WQX,Abraxis enzyme-linked immuno-sorbent assay,,,,,,,,,STORET
21NEB001_WQX,Nebraska Dept. of Environmental Quality,21NEB001_WQX-LMT1CARTER06070120130830SRW,Sample-Routine,Water,,2013-07-01,08:30:00,CDT,,,,0.0,m,,,,,,PBMP,,21NEB001_WQX-LMT1CARTER06,,,,,GRAB,QAPP,Grab Sample,Water Bottle,,Microcystin,,0.19,ug/l,,Final,,Actual,,,,,,,,,,,,,ELISA,21NEB001_WQX,Abraxis enzyme-linked immuno-sorbent assay,,,,,,,,,STORET
21NEB001_WQX,Nebraska Dept. of Environmental Quality,21NEB001_WQX-LMT1CARTER06061420100830SRW,Sample-Routine,Water,,2010-06-14,08:30:00,CDT,,,,0.0,m,,,,,,PBMP,,21NEB001_WQX-LMT1CARTER06,,,,,GRAB,QAPP,Grab Sample,Water Bottle,Not Reported,Microcystin,,,,,Final,,Actual,,,,,,,,,,,,,ELISA,21NEB001_WQX,Abraxis enzyme-linked immuno-sorbent assay,,,,,,,,,STORET
21NEB001_WQX,Nebraska Dept. of Environmental Quality,21NEB001_WQX-LMT1CARTER06082320100822SRW,Sample-Routine,Water,,2010-08-23,08:22:00,CDT,,,,0.0,m,,,,,,PBMP,,21NEB001_WQX-LMT1CARTER06,,,,,GRAB,QAPP,Grab Sample,Water Bottle,,Microcystin,,0.57,ug/l,,Final,,Actual,,,,,,,,,,,,,ELISA,21NEB001_WQX,Abraxis enzyme-linked immuno-sorbent assay,,,,,,,,,STORET
21NEB001_WQX,Nebraska Dept. of Environmental Quality,21NEB001_WQX-LMT1CARTER06071920100805SRW,Sample-Routine,Water,,2010-07-19,08:05:00,CDT,,,,0.0,m,,,,,,PBMP,,21NEB001_WQX-LMT1CARTER06,,,,,GRAB,QAPP,Grab Sample,Water Bottle,,Microcystin,,0.63,ug/l,,Final,,Actual,,,,,,,,,,,,,ELISA,21NEB001_WQX,Abraxis enzyme-linked immuno-sorbent assay,,,,,,,,,STORET
21NEB001_WQX,Nebraska Dept. of Environmental Quality,21NEB001_WQX-LLP1FRMT1004081120141055SRW,Sample-Routine,Water,,2014-08-11,10:55:00,CDT,,,,,,,,,,,PBMP,,21NEB001_WQX-LLP1FRMT1004,,,,,GRAB,QAPP,Grab Sample,Water Bottle,,Microcystin,,0.19,ug/l,,Final,,Actual,,,,,,,,,,,,,ELISA,21NEB001_WQX,Abraxis enzyme-linked immuno-sorbent assay,,,,,,,,,STORET
21NEB001_WQX,Nebraska Dept. of Environmental Quality,21NEB001_WQX-LLP1FRMT1004093020131200SRW,Sample-Routine,Water,,2013-09-30,12:00:00,CDT,,,,0.0,m,,,,,,PBMP,,21NEB001_WQX-LLP1FRMT1004,,,,,GRAB,QAPP,Grab Sample,Water Bottle,Not Reported,Microcystin,,,,,Final,,Actual,,,,,,,,,,,,,ELISA,21NEB001_WQX,Abraxis enzyme-linked immuno-sorbent assay,,,,,,,,,STORET
21NEB001_WQX,Nebraska Dept. of Environmental Quality,21NEB001_WQX-LLP1FRMT1004070920131119SRW,Sample-Routine,Water,,2013-07-09,11:19:00,CDT,,,,0.0,m,,,,,,PBMP,,21NEB001_WQX-LLP1FRMT1004,,,,,GRAB,QAPP,Grab Sample,Water Bottle,Not Reported,Microcystin,,,,,Final,,Actual,,,,,,,,,,,,,ELISA,21NEB001_WQX,Abraxis enzyme-linked immuno-sorbent assay,,,,,,,,,STORET
21NEB001_WQX,Nebraska Dept. of Environmental Quality,21NEB001_WQX-LLP1FRMT1004061120131042SRW,Sample-Routine,Water,,2013-06-11,10:42:00,CDT,,,,0.0,m,,,,,,PBMP,,21NEB001_WQX-LLP1FRMT1004,,,,,GRAB,QAPP,Grab Sample,Water Bottle,Not Reported,Microcystin,,,,,Final,,Actual,,,,,,,,,,,,,ELISA,21NEB001_WQX,Abraxis enzyme-linked immuno-sorbent assay,,,,,,,,,STORET
21NEB001_WQX,Nebraska Dept. of Environmental Quality,21NEB001_WQX-LLP1FRMT1004081320131110SRW,Sample-Routine,Water,,2013-08-13,11:10:00,CDT,,,,0.0,m,,,,,,PBMP,,21NEB001_WQX-LLP1FRMT1004,,,,,GRAB,QAPP,Grab Sample,Water Bottle,Not Reported,Microcystin,,,,,Final,,Actual,,,,,,,,,,,,,ELISA,21NEB001_WQX,Abraxis enzyme-linked immuno-sorbent assay,,,,,,,,,STORET
21NEB001_WQX,Nebraska Dept. of Environmental Quality,21NEB001_WQX-LLP1FRMT1004090320131330SRW,Sample-Routine,Water,,2013-09-03,13:30:00,CDT,,,,0.0,m,,,,,,PBMP,,21NEB001_WQX-LLP1FRMT1004,,,,,GRAB,QAPP,Grab Sample,Water Bottle,Not Reported,Microcystin,,,,,Final,,Actual,,,,,,,,,,,,,ELISA,21NEB001_WQX,Abraxis enzyme-linked immuno-sorbent assay,,,,,,,,,STORET
21NEB001_WQX,Nebraska Dept. of Environmental Quality,21NEB001_WQX-LLP1FRMT1004070720141130SRW,Sample-Routine,Water,,2014-07-07,11:30:00,CDT,,,,,,,,,,,PBMP,,21NEB001_WQX-LLP1FRMT1004,,,,,GRAB,QAPP,Grab Sample,Water Bottle,Below Reporting Limit,Microcystin,,,,,Final,,Actual,,,,,,,,,,,,,ELISA,21NEB001_WQX,Abraxis enzyme-linked immuno-sorbent assay,,,,,,,,,STORET
21NEB001_WQX,Nebraska Dept. of Environmental Quality,21NEB001_WQX-LLP1FRMT1004060420141100SRW,Sample-Routine,Water,,2014-06-04,11:00:00,CDT,,,,,,,,,,,PBMP,,21NEB001_WQX-LLP1FRMT1004,,,,,GRAB,QAPP,Grab Sample,Water Bottle,Below Reporting Limit,Microcystin,,,,,Final,,Actual,,,,,,,,,,,,,ELISA,21NEB001_WQX,Abraxis enzyme-linked immuno-sorbent assay,,,,,,,,,STORET
21NEB001_WQX,Nebraska Dept. of Environmental Quality,21NEB001_WQX-LLP1FRMT1004060920141015SRW,Sample-Routine,Water,,2014-06-09,10:15:00,CDT,,,,,,,,,,,PBMP,,21NEB001_WQX-LLP1FRMT1004,,,,,GRAB,QAPP,Grab Sample,Water Bottle,Below Reporting Limit,Microcystin,,,,,Final,,Actual,,,,,,,,,,,,,ELISA,21NEB001_WQX,Abraxis enzyme-linked immuno-sorbent assay,,,,,,,,,STORET
21NEB001_WQX,Nebraska Dept. of Environmental Quality,21NEB001_WQX-LLP1FRMT1004072720100910SRW,Sample-Routine,Water,,2010-07-27,09:10:00,CDT,,,,0.0,m,,,,,,PBMP,,21NEB001_WQX-LLP1FRMT1004,,,,,GRAB,QAPP,Grab Sample,Water Bottle,Not Reported,Microcystin,,,,,Final,,Actual,,,,,,,,,,,,,ELISA,21NEB001_WQX,Abraxis enzyme-linked immuno-sorbent assay,,,,,,,,,STORET
21NEB001_WQX,Nebraska Dept. of Environmental Quality,21NEB001_WQX-LLP1FRMT1004070620101014SRW,Sample-Routine,Water,,2010-07-06,10:14:00,CDT,,,,0.0,m,,,,,,PBMP,,21NEB001_WQX-LLP1FRMT1004,,,,,GRAB,QAPP,Grab Sample,Water Bottle,Not Reported,Microcystin,,,,,Final,,Actual,,,,,,,,,,,,,ELISA,21NEB001_WQX,Abraxis enzyme-linked immuno-sorbent assay,,,,,,,,,STORET
21NEB001_WQX,Nebraska Dept. of Environmental Quality,21NEB001_WQX-LLP1FRMT1004092820100745SRW,Sample-Routine,Water,,2010-09-28,07:45:00,CDT,,,,0.0,m,,,,,,PBMP,,21NEB001_WQX-LLP1FRMT1004,,,,,GRAB,QAPP,Grab Sample,Water Bottle,Not Reported,Microcystin,,,,,Final,,Actual,,,,,,,,,,,,,ELISA,21NEB001_WQX,Abraxis enzyme-linked immuno-sorbent assay,,,,,,,,,STORET
21NEB001_WQX,Nebraska Dept. of Environmental Quality,21NEB001_WQX-LLP1FRMT1004071820111000SRW,Sample-Routine,Water,,2011-07-18,10:00:00,CDT,,,,0.0,m,,,,,,PBMP,,21NEB001_WQX-LLP1FRMT1004,,,,,GRAB,QAPP,Grab Sample,Water Bottle,Not Reported,Microcystin,,,,,Final,,Actual,,,,,,,,,,,,,ELISA,21NEB001_WQX,Abraxis enzyme-linked immuno-sorbent assay,,,,,,,,,STORET
21NEB001_WQX,Nebraska Dept. of Environmental Quality,21NEB001_WQX-LLP1FRMT1004080120111436SRW,Sample-Routine,Water,,2011-08-01,14:36:00,CDT,,,,0.0,m,,,,,,PBMP,,21NEB001_WQX-LLP1FRMT1004,,,,,GRAB,QAPP,Grab Sample,Water Bottle,Not Reported,Microcystin,,,,,Final,,Actual,,,,,,,,,,,,,ELISA,21NEB001_WQX,Abraxis enzyme-linked immuno-sorbent assay,,,,,,,,,STORET
21NEB001_WQX,Nebraska Dept. of Environmental Quality,21NEB001_WQX-LLP1FRMT1004053120110855SRW,Sample-Routine,Water,,2011-05-31,08:55:00,CDT,,,,0.0,m,,,,,,PBMP,,21NEB001_WQX-LLP1FRMT1004,,,,,GRAB,QAPP,Grab Sample,Water Bottle,Not Reported,Microcystin,,,,,Final,,Actual,,,,,,,,,,,,,ELISA,21NEB001_WQX,Abraxis enzyme-linked immuno-sorbent assay,,,,,,,,,STORET
21NEB001_WQX,Nebraska Dept. of Environmental Quality,21NEB001_WQX-LLP1FRMT1004062020111030SRW,Sample-Routine,Water,,2011-06-20,10:30:00,CDT,,,,0.0,m,,,,,,PBMP,,21NEB001_WQX-LLP1FRMT1004,,,,,GRAB,QAPP,Grab Sample,Water Bottle,,Microcystin,,0.26,ug/l,,Final,,Actual,,,,,,,,,,,,,ELISA,21NEB001_WQX,Abraxis enzyme-linked immuno-sorbent assay,,,,,,,,,STORET
21NEB001_WQX,Nebraska Dept. of Environmental Quality,21NEB001_WQX-LLP1FRMT1004090620111010SRW,Sample-Routine,Water,,2011-09-06,10:10:00,CDT,,,,0.0,m,,,,,,PBMP,,21NEB001_WQX-LLP1FRMT1004,,,,,GRAB,QAPP,Grab Sample,Water Bottle,,Microcystin,,0.15,ug/l,,Final,,Actual,,,,,,,,,,,,,ELISA,21NEB001_WQX,Abraxis enzyme-linked immuno-sorbent assay,,,,,,,,,STORET
21NEB001_WQX,Nebraska Dept. of Environmental Quality,21NEB001_WQX-LLP1FRMT1004061620141040SRW,Sample-Routine,Water,,2014-06-16,10:40:00,CDT,,,,,,,,,,,PBMP,,21NEB001_WQX-LLP1FRMT1004,,,,,GRAB,QAPP,Grab Sample,Water Bottle,Below Reporting Limit,Microcystin,,,,,Final,,Actual,,,,,,,,,,,,,ELISA,21NEB001_WQX,Abraxis enzyme-linked immuno-sorbent assay,,,,,,,,,STORET
21NEB001_WQX,Nebraska Dept. of Environmental Quality,21NEB001_WQX-LLP1FRMT1004052320111045SRW,Sample-Routine,Water,,2011-05-23,10:45:00,CDT,,,,0.0,m,,,,,,PBMP,,21NEB001_WQX-LLP1FRMT1004,,,,,GRAB,QAPP,Grab Sample,Water Bottle,Not Reported,Microcystin,,,,,Final,,Actual,,,,,,,,,,,,,ELISA,21NEB001_WQX,Abraxis enzyme-linked immuno-sorbent assay,,,,,,,,,STORET
21NEB001_WQX,Nebraska Dept. of Environmental Quality,21NEB001_WQX-LLP1FRMT1004071120111035SRW,Sample-Routine,Water,,2011-07-11,10:35:00,CDT,,,,0.0,m,,,,,,PBMP,,21NEB001_WQX-LLP1FRMT1004,,,,,GRAB,QAPP,Grab Sample,Water Bottle,Not Reported,Microcystin,,,,,Final,,Actual,,,,,,,,,,,,,ELISA,21NEB001_WQX,Abraxis enzyme-linked immuno-sorbent assay,,,,,,,,,STORET
21NEB001_WQX,Nebraska Dept. of Environmental Quality,21NEB001_WQX-LLP1FRMT1004081520111015SRW,Sample-Routine,Water,,2011-08-15,10:15:00,CDT,,,,0.0,m,,,,,,PBMP,,21NEB001_WQX-LLP1FRMT1004,,,,,GRAB,QAPP,Grab Sample,Water Bottle,Not Reported,Microcystin,,,,,Final,,Actual,,,,,,,,,,,,,ELISA,21NEB001_WQX,Abraxis enzyme-linked immuno-sorbent assay,,,,,,,,,STORET
COEOMAHA_WQX,US Army Corps of Engineers Omaha District,COEOMAHA_WQX-GWYLKDW182011400001L,Sample-Routine,Water,,2008-08-20,11:40:00,CST,,,,.1,m,,,,,,SPS-GATWAY-001,,COEOMAHA_WQX-GWYLKDW1,,,,,WSVD-1,US Army Corps of Engineers,Van Dorn bottle,Van Dorn Bottle,,Microcystin,Total,0.2,ug/l,,Final,Maximum,Actual,,,,,,,,,,,,,ELISA1,COEOMAHA_WQX,Immunoassay - Microcystins,,Midwest Laboratories,2008-08-22,,,,,,STORET
21NEB001_WQX,Nebraska Dept. of Environmental Quality,21NEB001_WQX-LEL3WILWCK03071620120830SRW,Sample-Routine,Water,,2012-07-16,08:30:00,CDT,,,,0.0,m,,,,,,PBMP,,21NEB001_WQX-LEL3WILWCK03,,,,,GRAB,QAPP,Grab Sample,Water Bottle,,Microcystin,,1.27,ug/l,,Final,,Actual,,,,,,,,,,,,,ELISA,21NEB001_WQX,Abraxis enzyme-linked immuno-sorbent assay,,,,,,,,,STORET
21NEB001_WQX,Nebraska Dept. of Environmental Quality,21NEB001_WQX-LEL3WILWCK03081320120830SRW,Sample-Routine,Water,,2012-08-13,08:30:00,CDT,,,,0.0,m,,,,,,PBMP,,21NEB001_WQX-LEL3WILWCK03,,,,,GRAB,QAPP,Grab Sample,Water Bottle,,Microcystin,,1.19,ug/l,,Final,,Actual,,,,,,,,,,,,,ELISA,21NEB001_WQX,Abraxis enzyme-linked immuno-sorbent assay,,,,,,,,,STORET
21NEB001_WQX,Nebraska Dept. of Environmental Quality,21NEB001_WQX-LEL3WILWCK03061820120830SRW,Sample-Routine,Water,,2012-06-18,08:30:00,CDT,,,,0.0,m,,,,,,PBMP,,21NEB001_WQX-LEL3WILWCK03,,,,,GRAB,QAPP,Grab Sample,Water Bottle,,Microcystin,,4.29,ug/l,,Final,,Actual,,,,,,,,,,,,,ELISA,21NEB001_WQX,Abraxis enzyme-linked immuno-sorbent assay,,,,,,,,,STORET
21NEB001_WQX,Nebraska Dept. of Environmental Quality,21NEB001_WQX-LEL3WILWCK03090420120830SRW,Sample-Routine,Water,,2012-09-04,08:30:00,CDT,,,,0.0,m,,,,,,PBMP,,21NEB001_WQX-LEL3WILWCK03,,,,,GRAB,QAPP,Grab Sample,Water Bottle,,Microcystin,,1.22,ug/l,,Final,,Actual,,,,,,,,,,,,,ELISA,21NEB001_WQX,Abraxis enzyme-linked immuno-sorbent assay,,,,,,,,,STORET
21NEB001_WQX,Nebraska Dept. of Environmental Quality,21NEB001_WQX-LEL3WILWCK03060420121200QCSFRW,Quality Control Sample-Field Replicate,Water,,2012-06-04,12:00:00,CDT,,,,0.0,m,,,,,,PBMP,,21NEB001_WQX-LEL3WILWCK03,,,,,GRAB,QAPP,Grab Sample,Water Bottle,,Microcystin,,0.72,ug/l,,Final,,Actual,,,,,,,,,,,,,ELISA,21NEB001_WQX,Abraxis enzyme-linked immuno-sorbent assay,,,,,,,,,STORET
21NEB001_WQX,Nebraska Dept. of Environmental Quality,21NEB001_WQX-LEL3WILWCK03051420120903SRW,Sample-Routine,Water,,2012-05-14,09:03:00,CDT,,,,0.0,m,,,,,,PBMP,,21NEB001_WQX-LEL3WILWCK03,,,,,GRAB,QAPP,Grab Sample,Water Bottle,,Microcystin,,1.45,ug/l,,Final,,Actual,,,,,,,,,,,,,ELISA,21NEB001_WQX,Abraxis enzyme-linked immuno-sorbent assay,,,,,,,,,STORET
21NEB001_WQX,Nebraska Dept. of Environmental Quality,21NEB001_WQX-LEL3WILWCK03061120120900SRW,Sample-Routine,Water,,2012-06-11,09:00:00,CDT,,,,0.0,m,,,,,,PBMP,,21NEB001_WQX-LEL3WILWCK03,,,,,GRAB,QAPP,Grab Sample,Water Bottle,Not Reported,Microcystin,,,,,Final,,Actual,,,,,,,,,,,,,ELISA,21NEB001_WQX,Abraxis enzyme-linked immuno-sorbent assay,,,,,,,,,STORET
21NEB001_WQX,Nebraska Dept. of Environmental Quality,21NEB001_WQX-LEL3WILWCK03091020120830SRW,Sample-Routine,Water,,2012-09-10,08:30:00,CDT,,,,0.0,m,,,,,,PBMP,,21NEB001_WQX-LEL3WILWCK03,,,,,GRAB,QAPP,Grab Sample,Water Bottle,,Microcystin,,1.11,ug/l,,Final,,Actual,,,,,,,,,,,,,ELISA,21NEB001_WQX,Abraxis enzyme-linked immuno-sorbent assay,,,,,,,,,STORET
21NEB001_WQX,Nebraska Dept. of Environmental Quality,21NEB001_WQX-LEL3WILWCK03060420120900SRW,Sample-Routine,Water,,2012-06-04,09:00:00,CDT,,,,0.0,m,,,,,,PBMP,,21NEB001_WQX-LEL3WILWCK03,,,,,GRAB,QAPP,Grab Sample,Water Bottle,,Microcystin,,0.27,ug/l,,Final,,Actual,,,,,,,,,,,,,ELISA,21NEB001_WQX,Abraxis enzyme-linked immuno-sorbent assay,,,,,,,,,STORET
21NEB001_WQX,Nebraska Dept. of Environmental Quality,21NEB001_WQX-LEL3WILWCK03070920120830SRW,Sample-Routine,Water,,2012-07-09,08:30:00,CDT,,,,0.0,m,,,,,,PBMP,,21NEB001_WQX-LEL3WILWCK03,,,,,GRAB,QAPP,Grab Sample,Water Bottle,,Microcystin,,1.55,ug/l,,Final,,Actual,,,,,,,,,,,,,ELISA,21NEB001_WQX,Abraxis enzyme-linked immuno-sorbent assay,,,,,,,,,STORET
21NEB001_WQX,Nebraska Dept. of Environmental Quality,21NEB001_WQX-LEL1MPLECK03071620120825SRW,Sample-Routine,Water,,2012-07-16,08:25:00,CDT,,,,0.0,m,,,,,,PBMP,,21NEB001_WQX-LEL1MPLECK03,,,,,GRAB,QAPP,Grab Sample,Water Bottle,Not Reported,Microcystin,,,,,Final,,Actual,,,,,,Colilert tablet container fell into Maple Creek bottle.,,,,,,,ELISA,21NEB001_WQX,Abraxis enzyme-linked immuno-sorbent assay,,,,,,,,,STORET
21NEB001_WQX,Nebraska Dept. of Environmental Quality,21NEB001_WQX-LEL1MPLECK03050720121639SRW,Sample-Routine,Water,,2012-05-07,16:39:00,CDT,,,,0.0,m,,,,,,PBMP,,21NEB001_WQX-LEL1MPLECK03,,,,,GRAB,QAPP,Grab Sample,Water Bottle,Not Reported,Microcystin,,,,,Final,,Actual,,,,,,,,,,,,,ELISA,21NEB001_WQX,Abraxis enzyme-linked immuno-sorbent assay,,,,,,,,,STORET
21NEB001_WQX,Nebraska Dept. of Environmental Quality,21NEB001_WQX-LEL1MPLECK03080620120825SRW,Sample-Routine,Water,,2012-08-06,08:25:00,CDT,,,,0.0,m,,,,,,PBMP,,21NEB001_WQX-LEL1MPLECK03,,,,,GRAB,QAPP,Grab Sample,Water Bottle,Not Reported,Microcystin,,,,,Final,,Actual,,,,,,,,,,,,,ELISA,21NEB001_WQX,Abraxis enzyme-linked immuno-sorbent assay,,,,,,,,,STORET
21NEB001_WQX,Nebraska Dept. of Environmental Quality,21NEB001_WQX-LEL1MPLECK03060420120820SRW,Sample-Routine,Water,,2012-06-04,08:20:00,CDT,,,,0.0,m,,,,,,PBMP,,21NEB001_WQX-LEL1MPLECK03,,,,,GRAB,QAPP,Grab Sample,Water Bottle,Not Reported,Microcystin,,,,,Final,,Actual,,,,,,,,,,,,,ELISA,21NEB001_WQX,Abraxis enzyme-linked immuno-sorbent assay,,,,,,,,,STORET
21NEB001_WQX,Nebraska Dept. of Environmental Quality,21NEB001_WQX-LEL1MPLECK03070220120830SRW,Sample-Routine,Water,,2012-07-02,08:30:00,CDT,,,,0.0,m,,,,,,PBMP,,21NEB001_WQX-LEL1MPLECK03,,,,,GRAB,QAPP,Grab Sample,Water Bottle,,Microcystin,,0.17,ug/l,,Final,,Actual,,,,,,,,,,,,,ELISA,21NEB001_WQX,Abraxis enzyme-linked immuno-sorbent assay,,,,,,,,,STORET
21NEB001_WQX,Nebraska Dept. of Environmental Quality,21NEB001_WQX-LEL1MPLECK03052920121032SRW,Sample-Routine,Water,,2012-05-29,10:32:00,CDT,,,,0.0,m,,,,,,PBMP,,21NEB001_WQX-LEL1MPLECK03,,,,,GRAB,QAPP,Grab Sample,Water Bottle,Not Reported,Microcystin,,,,,Final,,Actual,,,,,,,,,,,,,ELISA,21NEB001_WQX,Abraxis enzyme-linked immuno-sorbent assay,,,,,,,,,STORET
